Id,Label,timeset,account,1,2,pr_indegree,pr_indegree_normalized,pr_domain,pr_proximity,pr_rank,pr_rank_min-max-normalized,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,clustering
7234,7234,"<[8596587.0, 8864142.0]>",0x252d84db362b1a4a14463eecaaf83358214d48a4,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7235,7235,"<[8596587.0, 8864142.0]>",0x1f4cbeabb20a1c385b24d66ad2d8632aa915a80f,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7236,7236,"<[8596587.0, 8864142.0]>",0x6ae8ec0ee7b70fb9ab8b3b478b6d0dbd34ef09a4,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7237,7237,"<[8596587.0, 8864142.0]>",0x5212469ff6107fe6987a96220e97755b1fe9d5fa,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7238,7238,"<[8596587.0, 8864142.0]>",0x65e5d566cdd232e1423448361b19fd6c75d8e20a,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7239,7239,"<[8596587.0, 8864142.0]>",0x5d86e1f5cbdddefae1d4601670d0e7f15f55448a,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7240,7240,"<[8596587.0, 8864142.0]>",0xad1e2a18f31631d2e5318c6d8e1a013781384a54,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7241,7241,"<[8596587.0, 8864142.0]>",0x078dffa37c57aa11d36fa982f2255beac8cb221f,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7242,7242,"<[8596587.0, 8864142.0]>",0x2b37bd27a2bfa3c8c4efb974b778c556acc56161,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7243,7243,"<[8596587.0, 8864142.0]>",0x5c0361d86afb1410555e4aba59c5a74cf8d582e4,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7244,7244,"<[8596587.0, 8864142.0]>",0x3f108650f6db269e16807212941e9ce8ddc15369,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7245,7245,"<[8596587.0, 8864142.0]>",0x5f66973d1203f7119b9936fa03e12c8bc22645c9,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7246,7246,"<[8596587.0, 8864142.0]>",0x65cd35f777a7fffa8c5b5349e402cd032cac1397,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7247,7247,"<[8596587.0, 8864142.0]>",0x5e9d51caac785c33f5a40963bc1c863b7392e281,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7248,7248,"<[8596587.0, 8864142.0]>",0x75c9ad43014d3832c15156c7898f51c4a56b764d,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7249,7249,"<[8596587.0, 8864142.0]>",0x4d3959425689e75676c529850da548871d40936c,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7250,7250,"<[8596587.0, 8864142.0]>",0xd115109a6ee0de5e80e62d8db330b373d18eacd0,8596587,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7251,7251,"<[8596591.0, 8864142.0]>",0x7132b98a472c95bda228325306df49964c32c971,8596591,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7252,7252,"<[8596592.0, 8864142.0]>",0x89d8e5bf85c3e114599a539116ed09343c3e40f3,8596592,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7253,7253,"<[8596592.0, 8864142.0]>",0xe5bb48cfe481f2ce3ef65090d7c93ae117dbef55,8596592,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7254,7254,"<[8596592.0, 8864142.0]>",0xece052e802be48c4722a7251236609adb9af00df,8596592,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7255,7255,"<[8596592.0, 8864142.0]>",0x67a3686141b25fd945c520900943c20e65a6fa2b,8596592,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7256,7256,"<[8596592.0, 8864142.0]>",0x67cc1f79afe11520a94406e732dc33e3670ccc5e,8596592,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7257,7257,"<[8596594.0, 8864142.0]>",0x691b119a8c1789167af647b5ee0e1c105b0560e7,8596594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7258,7258,"<[8596594.0, 8864142.0]>",0xba0f0046845c121b11b6207c5aa1466735d025e0,8596594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7259,7259,"<[8596594.0, 8864142.0]>",0xb71d48409b9ccc3a204909d59c896b6515096d97,8596594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7260,7260,"<[8596594.0, 8864142.0]>",0x51f4905c94a0841b8990175e62089310b54c8e71,8596594,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7261,7261,"<[8596595.0, 8864142.0]>",0x967629dd302e09d9958bb79eff79282d309c351b,8596595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7262,7262,"<[8596595.0, 8864142.0]>",0x61291eb5c48e1c4a5f205bd750f7d81cf3b616da,8596595,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7263,7263,"<[8596596.0, 8864142.0]>",0x28e707c0125840c867d916fad2705d5d5aff41ce,8596596,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7264,7264,"<[8596596.0, 8864142.0]>",0x7d40709c3cf038a940a0f6a6824ea76ff9aa9834,8596596,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7265,7265,"<[8596596.0, 8864142.0]>",0x75692e8b5fbc0f6fef42546bf812fd6b303da4bf,8596596,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7266,7266,"<[8596598.0, 8864142.0]>",0x0d17c7a5b9ebd5d93184e6a4e795eddd776aaf08,8596598,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7267,7267,"<[8596598.0, 8864142.0]>",0x6696cea1d2b09692f7e1efdbb10bc7f2cf3801a4,8596598,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7268,7268,"<[8596598.0, 8864142.0]>",0x6f05ab292d07725e7868d77f565e129901df531a,8596598,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7269,7269,"<[8596598.0, 8864142.0]>",0x0da8d0789e45ade9b7b0f74329291b4ee716f71a,8596598,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7270,7270,"<[8596598.0, 8864142.0]>",0xf21a909ee1c0fb36073d04cde71c11070fa33100,8596598,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7271,7271,"<[8596598.0, 8864142.0]>",0x49cb591565e671a8db16b64b628870fe071bc8f5,8596598,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7272,7272,"<[8596598.0, 8864142.0]>",0x683b8c05a7568f6700b6cdfec55c4fb5242e56d9,8596598,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7273,7273,"<[8596598.0, 8864142.0]>",0x950c8674f1c50c27819be3ec236aaaa8ec9c74cf,8596598,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7274,7274,"<[8596598.0, 8864142.0]>",0x231e359b9adccb76fdaa747572fc0aef7585d14a,8596598,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7275,7275,"<[8596598.0, 8864142.0]>",0x71c2f9163f32aa33f9cd2fe3e831c7a9a32e7104,8596598,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7276,7276,"<[8596599.0, 8864142.0]>",0x3cb503941938506ce2f7ed96eee56175aea4e61a,8596599,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7277,7277,"<[8596599.0, 8864142.0]>",0x085861999ce0d300d1a4a34b7b148dfe668eb1b5,8596599,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7278,7278,"<[8596599.0, 8864142.0]>",0x0e41c0b070bc14ed3fd2419316cebc6c345de0d5,8596599,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7279,7279,"<[8596599.0, 8864142.0]>",0xd06086054559de8a89ad09c91b8f4fc5dbbc85a9,8596599,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7280,7280,"<[8596599.0, 8864142.0]>",0x81dd899dccf89b173bfc3f017d43ebf94c7e5c8e,8596599,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7281,7281,"<[8596600.0, 8864142.0]>",0x40b42094f564952ed3efd1e6963c7d02093d13f8,8596600,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7282,7282,"<[8596600.0, 8864142.0]>",0x31a89b070e969c03d08b6df5598fc69ecf671fef,8596600,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7283,7283,"<[8596600.0, 8864142.0]>",0x6a24719b86d7398f89a14848ca850f3fe2765688,8596600,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7284,7284,"<[8596600.0, 8864142.0]>",0x5174e8c9d1530a83791b2da341bebe906bb0840d,8596600,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7285,7285,"<[8596600.0, 8864142.0]>",0xb6dc66733eb90f3d73173e3153e1b986229c6b66,8596600,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7286,7286,"<[8596600.0, 8864142.0]>",0x2eebb3a3f0ce4974e1b132c26b265ca7385f8ee6,8596600,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7287,7287,"<[8596601.0, 8864142.0]>",0xeefedd7b53246af57c69f5b9e1624a1cd04f9734,8596601,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7288,7288,"<[8596601.0, 8864142.0]>",0xda84574b82c69db5c84f4bde5b9f31ab878f5acb,8596601,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7289,7289,"<[8596601.0, 8864142.0]>",0x0c5c65b28987241b070bf0cfcfc722be63a8a7ea,8596601,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7290,7290,"<[8596601.0, 8864142.0]>",0x144ad85b4b658f92e14c7bb02328795cecc66b1a,8596601,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7291,7291,"<[8596604.0, 8864142.0]>",0x136030329be48d7c8d35d0fd668f79a3f1b6676e,8596604,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7292,7292,"<[8596605.0, 8864142.0]>",0x64884ee0cbd6258328dc9e6e8d850b1d420bbfa1,8596605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7293,7293,"<[8596605.0, 8864142.0]>",0xe8da31411a47945b736c07b7e58a9e90213d6e60,8596605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7294,7294,"<[8596605.0, 8864142.0]>",0x8f2b376cf82161301e6e76504c49ce97e292e583,8596605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7295,7295,"<[8596605.0, 8864142.0]>",0xf2039d8f027f3a658bf0fc7a9c7b675a07beb957,8596605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7296,7296,"<[8596605.0, 8864142.0]>",0xf09937c53f6c04676e37bcdd593a75d95b0c2352,8596605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7297,7297,"<[8596605.0, 8864142.0]>",0x2a6bbadd3ff97401ed5a4c82a9986a63d2c3cb81,8596605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7298,7298,"<[8596605.0, 8864142.0]>",0x3e6454ee12a9050490e992fcd1bea3d930751e13,8596605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7299,7299,"<[8596605.0, 8864142.0]>",0x992174545c12a44df5832677adcf3356593ade60,8596605,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7300,7300,"<[8596606.0, 8864142.0]>",0xf53935dcbd1949cf186d742bdc510d7b66bad360,8596606,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7301,7301,"<[8596607.0, 8864142.0]>",0x83592e80fd6bb628b47d1623acdb457e0fe1590e,8596607,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7302,7302,"<[8596607.0, 8864142.0]>",0xcd8aef5c6803ecbf412475624ef9f15908c96e61,8596607,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7303,7303,"<[8596608.0, 8864142.0]>",0x5aedb7bdebd15b7414ca986b63f2e1eb74d7d4f9,8596608,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7304,7304,"<[8596608.0, 8864142.0]>",0x4f8f2296fbd0b70ba4569e9857ead6b71dfa75bc,8596608,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7305,7305,"<[8596608.0, 8864142.0]>",0xb70715659e62836636b3e3540b94b919d1f6c344,8596608,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7306,7306,"<[8596608.0, 8864142.0]>",0x2665c5d52bfe920c6cd9ef59118c51d7f8da5f92,8596608,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7307,7307,"<[8596608.0, 8864142.0]>",0x4470be9969bba58ec0294d7e5ac9dd334c225ee8,8596608,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7308,7308,"<[8596608.0, 8864142.0]>",0x695b2b8b17aa070b6726d5c176da98da06905a0b,8596608,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7309,7309,"<[8596608.0, 8864142.0]>",0xc804dcb853f09c40796d9aa7f22e69abfc75614e,8596608,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7310,7310,"<[8596608.0, 8864142.0]>",0x33d709484135ab21a2e594ce41a2ebfd49c64111,8596608,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7311,7311,"<[8596612.0, 8864142.0]>",0xe77c3ba54b8188a40405b94cc2ebe2d46bb45943,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7312,7312,"<[8596612.0, 8864142.0]>",0x06354907b5425fd9c5b125e99b48916135d9e290,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7313,7313,"<[8596612.0, 8864142.0]>",0x3dc0adf23574caf62ca51fb10fd9e5e7a79c487f,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7314,7314,"<[8596612.0, 8864142.0]>",0xd33ac09e3a9870b199644a5cba124a8b047aac71,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7315,7315,"<[8596612.0, 8864142.0]>",0xdc90e8aced8fdb4773ba4438c9534f150bfb5423,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7316,7316,"<[8596612.0, 8864142.0]>",0xc2d42966aecc6b6154ccee4cb5fb514348d82866,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7317,7317,"<[8596612.0, 8864142.0]>",0xad2f37c940cb7730c317ed36a2dc84f6dcb02354,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7318,7318,"<[8596612.0, 8864142.0]>",0x5ea36cb6aec0f12161159efcbbe3b6dbbc772ca8,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7319,7319,"<[8596612.0, 8864142.0]>",0xae99a1fb1cbadd0f588591485d65f84f775e37a2,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7320,7320,"<[8596612.0, 8864142.0]>",0xed5e41c30ad1333ff0c314424532e6a3f763829f,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7321,7321,"<[8596612.0, 8864142.0]>",0xa47461677d542fc3766b13a8c73a4fcc7c857b72,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7322,7322,"<[8596612.0, 8864142.0]>",0xecd3ede12f7697771e156737b57967a2d07a7555,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7323,7323,"<[8596612.0, 8864142.0]>",0x8f1d14e55c03f8955c3f033ff92157d235151867,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7324,7324,"<[8596612.0, 8864142.0]>",0xeec5fc36b3e3ec9e6d81e2d24d1f5ef528fd1aac,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7325,7325,"<[8596612.0, 8864142.0]>",0xf6acec4b1075a4bbd90de4c087d28a4344d62bab,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7326,7326,"<[8596612.0, 8864142.0]>",0xf702040d485dd933dad35ba972d789072d083f65,8596612,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7327,7327,"<[8596615.0, 8864142.0]>",0xf72e80e6dcb574c76716f53f1f0a6395bc4b67d7,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7328,7328,"<[8596615.0, 8864142.0]>",0xcf502a50cbce05de22f46f1fb833b8659dc0aeaa,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7329,7329,"<[8596615.0, 8864142.0]>",0xcee09b793b7d0bf26404882b4ddfa03fd24a8cfb,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7330,7330,"<[8596615.0, 8864142.0]>",0x4e19b21bd3f3ed0b1ea32037214e6373a7ffefbc,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7331,7331,"<[8596615.0, 8864142.0]>",0x99dae0b0e763024693b6de8d1db915e517fee8e2,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7332,7332,"<[8596615.0, 8864142.0]>",0x3a766f04a808c0fe4778e772cc0be5d814e2c998,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7333,7333,"<[8596615.0, 8864142.0]>",0x77da714abc0454a9d61c1b867b69c5620dcc842a,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7334,7334,"<[8596615.0, 8864142.0]>",0x72fb32e7423f3839e58cccd8fd755229cfe06711,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7335,7335,"<[8596615.0, 8864142.0]>",0x90ce927996a95e9be0d9c44bd1c434ff2c2db762,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7336,7336,"<[8596615.0, 8864142.0]>",0xda67b421545729b0f4b73fb8bfb8a4f46ffc5010,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7337,7337,"<[8596615.0, 8864142.0]>",0xa7ea5e6043b64f0dac743f208df0efc599999950,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7338,7338,"<[8596615.0, 8864142.0]>",0x82e4502c64f2f03d4d3d1a412fc5c4f85506db83,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7339,7339,"<[8596615.0, 8864142.0]>",0xa2397b985b6f633cebdc299d80146914ac6bebcf,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7340,7340,"<[8596615.0, 8864142.0]>",0x9182fea8d10a3227dd3abd999d187dc963632765,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7341,7341,"<[8596615.0, 8864142.0]>",0xf111f1e0cf349ef8df558b48a9200c0d6e374757,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7342,7342,"<[8596615.0, 8864142.0]>",0x674988350f8951461370cc6976a09f24252d5c66,8596615,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7343,7343,"<[8596618.0, 8864142.0]>",0xc747cb0d5c89968aa4442febd64588948c35481b,8596618,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7344,7344,"<[8596618.0, 8864142.0]>",0x72e2a5786876fa1bf62c170891e2b0056e63e1dd,8596618,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7345,7345,"<[8596618.0, 8864142.0]>",0x15d900ef206665c5a6dd4b609bf2a85dc9a08ea6,8596618,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7346,7346,"<[8596618.0, 8864142.0]>",0xa1a1d52e558d6f99035c0ec1345cb79eca87e055,8596618,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7347,7347,"<[8596618.0, 8864142.0]>",0xb1ab51340fbd488054055f6c4f89a572b5ffc045,8596618,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7348,7348,"<[8596618.0, 8864142.0]>",0x16b8af7c2e58330ccfc54a8079db5196b2091058,8596618,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7349,7349,"<[8596618.0, 8864142.0]>",0xce7f522500a1f6cd12d2b13dbf79e0d861857959,8596618,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7350,7350,"<[8596618.0, 8864142.0]>",0xb85d5204783ea4dadda4891f80b92c4579544f0c,8596618,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7351,7351,"<[8596618.0, 8864142.0]>",0x9a4b22311ac71f10423d6763a1a661e96d23d03a,8596618,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7352,7352,"<[8596618.0, 8864142.0]>",0x32fdf8ac6323e06f1462343fc4e092fc7aacec15,8596618,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7353,7353,"<[8596618.0, 8864142.0]>",0xdf2b9a2e5480ebc6fbd840797ae52596baa83afc,8596618,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
7354,7354,"<[8596618.0, 8864142.0]>",0x5fb45b18a06dc610cb3c5ddb4db60188605d6838,8596618,8864142,1,0.000113,0.08928,0.015743,8570805,0.002375,1,0,1,1,0,1,0,0,0,0,0.000078,0
